Clothing ID,Age,Title,Rating,Division Name
872,24,"Loved it, but it didn't work for me.",satisfied,General
907,48,Frumpy,unsatisfied,General
1020,46,Striped skirt,very satisfied,General
1020,35,Sizing differrent from other current pilcro skirts,satisfied,General
906,38,,satisfied,General Petite
862,51,New favorite !,very satisfied,General Petite
1104,57,Runs big,neutral,General
285,22,,very unsatisfied,Initmates
862,45,,very satisfied,General Petite
906,48,Love this sweater,very satisfied,General Petite
862,39,Solid versatile piece,very satisfied,General Petite
909,41,Warm and comfy,satisfied,General
906,28,Love this sweater!,very satisfied,General Petite
862,27,Love this sweater; no need to dry clean,very satisfied,General Petite
835,49,Nice mix of romantic and practical,very satisfied,General Petite
835,49,,satisfied,General Petite
933,26,Comfy & gorgeous,very satisfied,General
906,35,"Love, love, love",very satisfied,General Petite
903,31,Cute crochet!,very satisfied,General
1022,52,Slimming and comfortable,very satisfied,General
862,61,"Nice, casual top!",very satisfied,General Petite
862,41,,very satisfied,General Petite
906,32,Amazing cardigan,very satisfied,General Petite
862,37,"If you want it more fitted, size down",very satisfied,General Petite
835,46,Touch of class,very satisfied,General Petite
862,65,,very satisfied,General Petite
835,29,Very cute,very satisfied,General Petite
1104,39,Pretty big,satisfied,General Petite
862,39,"Yoo big for smaller framws, but",neutral,General Petite
835,39,True comparison,satisfied,General Petite
862,39,"Cute, comfy and flattering",very satisfied,General Petite
906,65,For kicking back or out to dinner.. gotta love it!,very satisfied,General Petite
903,28,Boxy,unsatisfied,General
906,34,,satisfied,General Petite
835,29,Love lace,very satisfied,General Petite
906,37,Beautiful transitional cardigan,very satisfied,General Petite
835,46,Unwearable but pretty,very unsatisfied,General Petite
862,60,Best top!,very satisfied,General Petite
909,30,"Beautiful sweater, but pills",neutral,General
862,64,,very unsatisfied,General Petite
909,56,So soft!,satisfied,General
835,42,,very satisfied,General Petite
862,53,Dry clean only for casual top. no way!,unsatisfied,General
862,65,Beautiful and snug,very satisfied,General
862,26,Comfy,satisfied,General
506,64,,very satisfied,Initmates
1104,42,You will fall in love in person,very satisfied,General Petite
903,20,Soft and casual,very satisfied,General
835,48,,very satisfied,General Petite
906,73,"Lovely, but runs small",very satisfied,General Petite
862,43,Fits well,satisfied,General
412,34,Yasss,very satisfied,Initmates
906,36,Not too thin; not too thick,very satisfied,General Petite
906,46,Love this cardigan!,very satisfied,General Petite
506,41,Comfy summer pajama pants,very satisfied,Initmates
1054,26,Great pants!,very satisfied,General
862,47,I love it.,very satisfied,General
862,40,Perfect closet staple,very satisfied,General
909,32,Love,very satisfied,General
906,53,My shoulder season companion,very satisfied,General Petite
906,42,My favorite!,very satisfied,General Petite
906,44,,very satisfied,General Petite
909,39,"Nice, soft, cozy... sheds!",satisfied,General
835,29,Vintage looking top,very satisfied,General Petite
862,44,Snap neck pullover wardrobe staple,very satisfied,General Petite
546,19,Great shorts!,satisfied,General
1104,48,Ahoy swing dress,very satisfied,General Petite
1022,45,Sadly disappointed,unsatisfied,General
909,50,Super cozy,satisfied,General
1100,30,Beautiful dress,satisfied,General
862,36,Elevates a basic turtleneck,very satisfied,General Petite
862,32,Love it!!,very satisfied,General Petite
862,41,Great quality,very satisfied,General Petite
862,25,Great find,very satisfied,General Petite
835,31,Elegant & fun,very satisfied,General Petite
835,26,Gorgeous top,very satisfied,General Petite
909,55,,unsatisfied,General
909,46,Has mohair,satisfied,General
862,60,,satisfied,General Petite
909,27,"Soft, lovely top",satisfied,General
906,33,"Cute, but the quality is so-so",neutral,General Petite
862,53,Comfortable!,very satisfied,General Petite
862,38,Just ok,neutral,General Petite
1100,63,Adorable dress with vintage flare,very satisfied,General
903,25,Cute top,very satisfied,General
906,37,,very satisfied,General Petite
835,42,Beautiful!,very satisfied,General Petite
909,59,,very satisfied,General
862,40,So soft,very satisfied,General Petite
506,46,,very satisfied,Initmates
506,29,Comfy and cute!,very satisfied,Initmates
909,33,,neutral,General
906,58,My new go-to,very satisfied,General Petite
909,36,Great long sweater,satisfied,General
1100,62,Lovely flattering dress,very satisfied,General
906,33,Sweater fits beautifully,very satisfied,General Petite
909,41,,neutral,General
835,44,Makes me feel beautiful!,very satisfied,General Petite
909,45,"So soft, but sheds so much!",satisfied,General
933,54,,unsatisfied,General Petite
862,41,Washed and dried it!,very satisfied,General Petite
862,45,Oops forgot to dry clean,very satisfied,General Petite
506,38,Comfy and cute,very satisfied,Initmates
862,40,Snappy top,satisfied,General Petite
862,42,Great black turtleneck,very satisfied,General Petite
909,35,Very soft,very satisfied,General
862,36,Dry clean only,neutral,General Petite
835,35,,neutral,General Petite
906,47,Soft,very satisfied,General Petite
903,60,Feminine take on the classic polo,very satisfied,General
862,41,Pretty and unique!,very satisfied,General Petite
906,42,Great color,very satisfied,General Petite
862,38,,very satisfied,General Petite
862,54,,satisfied,General Petite
906,39,Beautiful in red,very satisfied,General Petite
862,41,,very satisfied,General Petite
862,26,Very good,satisfied,General Petite
909,45,This sweater is everywhere!,unsatisfied,General
862,62,Snap neck pullover,very satisfied,General Petite
835,43,Perfect lace top,very satisfied,General
1104,48,Absolutely adorable!,very satisfied,General Petite
1009,33,Soft and lovely,very satisfied,General
1033,63,My favorite jeans,very satisfied,General
1033,29,Comfortable jeans,satisfied,General
380,33,Fits amazing,very satisfied,Initmates
1011,51,Very ivory in person,satisfied,General
945,35,"Versatile, cute",very satisfied,General
1077,30,,very satisfied,General
1033,67,I pity the fool who paid full price for these.,very unsatisfied,General
945,56,Cozy yet stylish,very satisfied,General
543,68,,very satisfied,General
1035,41,It's all in the details,very satisfied,General
839,62,Classic and unique,very satisfied,General
945,63,Basic,very satisfied,General
380,32,,very satisfied,Initmates
1077,37,,very satisfied,General
380,33,Very flattering and easy to wear,very satisfied,Initmates
380,35,Had high hopes but pattern is sewn crooked,unsatisfied,Initmates
1035,63,,very satisfied,General
945,37,Timeless staple in your closet,very satisfied,General
1079,24,,satisfied,General
937,36,,very satisfied,General
1035,61,Summer jeans,very satisfied,General
1094,59,Cute dress but the waist band runs way too large,neutral,General
839,67,Very versatile,very satisfied,General
1009,43,Great detailing,satisfied,General
1054,55,This product is too hip,very satisfied,General
1054,40,Not for petite girls,neutral,General
380,38,Chevron pattern off center in back,very unsatisfied,Initmates
1043,31,Love love love!,very satisfied,General
787,35,Soft and cozy,very satisfied,Initmates
1054,27,Chic harem pants,very satisfied,General
380,53,Beware of the mint striped pattern,neutral,Initmates
1033,24,Favorite black pair of pants,very satisfied,General Petite
1035,42,Unique fun jeans,very satisfied,General
512,58,Cute and sweet,very satisfied,Initmates
1054,47,,very satisfied,General
1033,30,,satisfied,General Petite
1035,39,Rise hits much lower on me,unsatisfied,General
1094,37,Awkward waist band,unsatisfied,General
945,66,Nice!,very satisfied,General
839,63,Pretty shirt!,satisfied,General
1011,31,Feminine,satisfied,General
1011,69,Loaded with feminine touches,satisfied,General
1033,28,The perfect black jean,very satisfied,General Petite
1033,33,Absolutely wonderful.,very satisfied,General Petite
945,58,Fabulous vest,very satisfied,General
543,35,,very satisfied,General
1035,56,Really cute spin on indispensable ankle jeans,very satisfied,General
1035,37,Love these jeans!!,very satisfied,General
1033,60,Great jeans,very satisfied,General Petite
945,37,Love this vest,very satisfied,General
1035,64,Just love...,satisfied,General
1033,64,Perfection!,very satisfied,General Petite
380,33,Most flattering suit i've ever seen,very satisfied,Initmates
1035,38,I love them.,very satisfied,General
1033,29,"Great jeans, horrible smell",unsatisfied,General Petite
1033,36,Pilcro jeans are amazing,very satisfied,General Petite
1011,38,Pretty skirt but very long,neutral,General
839,32,Super cute!,very satisfied,General
1035,43,Pleasant surprise,very satisfied,General
1084,29,"Perfect, effortless party look",satisfied,General Petite
872,29,Short and small,neutral,General Petite
872,62,"Unique, casual top",satisfied,General Petite
877,35,A cozy peplum top,very satisfied,General
949,38,Terrible fit,very unsatisfied,General
1084,42,"Beautiful dress, awkward fit",neutral,General Petite
422,60,Cute and so soft,satisfied,Initmates
984,41,,very satisfied,General
984,58,Just what i was looking for!,very satisfied,General
872,80,Huesca,very satisfied,General
984,37,Great layering piece!,very satisfied,General
984,31,Great find!,satisfied,General
931,39,Adorable and easy to combine w/bottoms,satisfied,General
872,59,Cute shirt,neutral,General
422,35,So soft!!,very satisfied,Initmates
984,25,My new favorite jacket,very satisfied,General
984,23,Great layering piece!!,very satisfied,General
1084,49,"Great style, poor quality",very unsatisfied,General Petite
872,55,So unique  and pretty,very satisfied,General
872,83,Beautiful and unique.,very satisfied,General Petite
872,32,Indigo love!!,very satisfied,General Petite
984,22,,very satisfied,General
930,50,,very satisfied,General
1084,44,Great for curvy girls,satisfied,General Petite
872,52,,very satisfied,General Petite
872,58,Perfect top,very satisfied,General Petite
860,55,Perfect for petites,very satisfied,General
860,62,,neutral,General
1084,26,Poor quality,unsatisfied,General Petite
1084,63,Love this dress!,very satisfied,General Petite
984,67,Built in saddlebags,very unsatisfied,General
930,30,So warm and cozy,very satisfied,General
872,28,Great top!,very satisfied,General Petite
1084,22,Not for short or petite women,unsatisfied,General Petite
949,69,Ski lodge turtleneck,satisfied,General
984,43,,satisfied,General
422,38,Lovely lady lounging pants,very satisfied,Initmates
860,39,,satisfied,General
984,32,Like a nightgown!,very satisfied,General
984,71,Great jacket!!,very satisfied,General
422,31,,very satisfied,Initmates
984,52,Way better in person,very satisfied,General
984,40,Better in person!,very satisfied,General
1052,43,Super cute pants but run really big!,very satisfied,General
984,46,Drapes beautifully!,very satisfied,General
872,63,,very satisfied,General Petite
860,43,,very satisfied,General
984,48,,satisfied,General
877,40,Peplum,satisfied,General
984,37,Terrible,very unsatisfied,General
872,54,Interesting design,neutral,General Petite
872,64,Cute styling,satisfied,General Petite
984,54,My go to j,very satisfied,General
872,26,Average top,neutral,General Petite
872,56,,satisfied,General Petite
949,47,Super scratchy,unsatisfied,General
872,52,Flirty,very satisfied,General Petite
860,53,Beautiful top,satisfied,General
836,35,Soft and beautiful,very satisfied,General Petite
883,54,Love !!,very satisfied,General
836,54,Defined waist,very satisfied,General Petite
1092,48,Beautiful,very satisfied,General Petite
883,48,Unique tee,very satisfied,General
860,27,Great tunic,very satisfied,General
883,46,Petite size is really short - nearly a crop top,unsatisfied,General
883,35,"Pretty top, very comfortable",satisfied,General
836,34,Great twist on a classic,satisfied,General Petite
836,43,Wearable,very satisfied,General Petite
458,47,"Comfortable, soft, flattering lounge pants",satisfied,Initmates
1092,53,Love the dress,very satisfied,General Petite
860,61,,very satisfied,General
833,40,,unsatisfied,General
836,27,"Beautiful design, very sheer",neutral,General Petite
883,38,,neutral,General
833,39,Sold out,very satisfied,General
836,39,Nice shape but thin,neutral,General Petite
860,61,Nice tunic,very satisfied,General
836,45,Great blouse with a twist,very satisfied,General Petite
860,70,Inconsistent size between the two colors,satisfied,General
883,46,Awesome tee,very satisfied,General
1092,42,Such a fun dress!,very satisfied,General Petite
883,41,My favorite linen tee,satisfied,General
883,49,Great top,very satisfied,General
1092,20,Sweet summer dress,very satisfied,General Petite
860,63,Beautiful design,very satisfied,General
883,32,"Beautiful top, runs wide",satisfied,General
883,22,Want this in every color,very satisfied,General
860,29,"Nice design, but loose fit",neutral,General
1092,37,Definitely ivory,satisfied,General Petite
836,33,,satisfied,General Petite
883,26,White lattice t,very satisfied,General
883,46,,neutral,General
836,38,Feminie and structured,very satisfied,General Petite
883,26,Design fix,neutral,General
984,39,Oversized and does not drape well,very unsatisfied,General
1092,42,Good quality but seemed large for size,satisfied,General Petite
883,56,Lace inset is see through-runs large-loved mauve,satisfied,General
860,46,Lovely top!,very satisfied,General
883,34,Classy and cute,satisfied,General
883,34,Nice spin on a classic tee,satisfied,General
836,43,Cute top but not for the price,neutral,General Petite
860,39,,neutral,General
836,33,Small and see-through,neutral,General Petite
1092,33,Extremely well made,very satisfied,General Petite
986,34,"Super-thin fabric, but really pretty",satisfied,General Petite
854,51,Lovely,very satisfied,General
860,22,Like wearing art!,very satisfied,General
860,38,"Pretty, but too long on my short torso",satisfied,General
833,38,Gorgeous blouse; runs small,satisfied,General
836,24,Perfect white blouse!,very satisfied,General Petite
836,62,Size up if you're busty,very satisfied,General Petite
860,55,Love the design,neutral,General
860,46,Not flatteuing,neutral,General
1092,35,Adorable!,very satisfied,General Petite
867,56,Amazing,satisfied,General
883,44,Not too bad..,neutral,General
836,68,Not your normal white shirt!,satisfied,General Petite
836,54,,very satisfied,General Petite
836,44,Great design- beware the thin material!,satisfied,General Petite
984,29,Very cute jacket,satisfied,General
867,48,Not as expected,unsatisfied,General
984,49,Versatile,very satisfied,General
836,47,Pros & cons,neutral,General Petite
860,39,Love it so much i got both,very satisfied,General
1092,39,Cutesy,satisfied,General Petite
883,65,,very satisfied,General
867,58,This top is so cute!,satisfied,General
883,35,Nice for summer,satisfied,General
841,34,Beautiful flowy top,very satisfied,General Petite
860,55,,satisfied,General
867,32,,satisfied,General
836,42,Soft & pretty!,very satisfied,General Petite
860,26,Nice tunic,satisfied,General
860,23,Gorgeous tunic,very satisfied,General
1056,62,,very satisfied,General Petite
1056,24,"Cute capris, fit great",satisfied,General Petite
1056,40,,very satisfied,General Petite
1094,41,,unsatisfied,General
939,51,Love love love,very satisfied,General
1056,40,Great pant in petite size,satisfied,General Petite
939,58,Wanted to like this...,satisfied,General
1056,55,Love 'em!,very satisfied,General Petite
898,68,Very pretty sweater with nice detail,satisfied,General Petite
854,44,So pretty...,very satisfied,General
1056,48,,very satisfied,General Petite
1056,26,Waist runs big,unsatisfied,General Petite
1056,61,,very satisfied,General Petite
872,34,,very satisfied,General Petite
898,36,Fabulous long-sleeved cardigan,very satisfied,General Petite
939,45,Unflattering flair,neutral,General
1056,39,Not loose fit on me...,satisfied,General Petite
939,39,Classic,satisfied,General
853,39,Wow,very satisfied,General
1056,38,Watch out for dye staining your load of laundry!,very unsatisfied,General Petite
1094,31,Pretty frock..,satisfied,General
841,63,"Beautiful top, worth the necessary tailoring",satisfied,General Petite
1080,50,,very satisfied,General Petite
1056,61,,neutral,General Petite
898,36,Comfy and practical,very satisfied,General Petite
683,33,In love!!!,very satisfied,Initmates
854,32,Just the right amount of pizzazz,very satisfied,General
872,56,Comfortable and unusual,very satisfied,General Petite
939,35,Great jacket,very satisfied,General
1056,43,Casual pant,very satisfied,General Petite
841,35,Not as expected,unsatisfied,General Petite
898,45,Great length,very satisfied,General Petite
872,61,Lovely!,very satisfied,General Petite
1056,41,,very satisfied,General Petite
1056,28,Love these pants,very satisfied,General Petite
1056,51,Love these pants but they are not colorfast --,neutral,General Petite
1056,42,Wash separately,neutral,General Petite
1056,56,Soft and pretty,very satisfied,General Petite
1056,22,First time purchase of pilcro!,very satisfied,General Petite
1056,49,,very satisfied,General Petite
854,37,,satisfied,General
1056,32,,very satisfied,General Petite
1056,24,So soft!,very satisfied,General Petite
939,35,Prettier in person!,very satisfied,General
939,41,My cup of tea,very satisfied,General
828,72,Beautiful!,very satisfied,General
854,34,Stunning day to evening top,very satisfied,General
939,28,,satisfied,General
898,56,"Pretty color, but runs big.",neutral,General Petite
1056,42,Versatile pant,very satisfied,General Petite
939,22,Great fit and style!,very satisfied,General
1056,61,Great colors,very satisfied,General Petite
828,28,Plaid and dye fun,very satisfied,General
1056,25,"Love, love, love",very satisfied,General Petite
1056,57,Comfy and classic,very satisfied,General Petite
1056,54,Great chinos,satisfied,General Petite
1056,26,,very satisfied,General Petite
939,43,Classic retailer,very satisfied,General
1056,39,Cute and comfy spring pants,very satisfied,General Petite
939,34,,satisfied,General
872,44,I beautiful and feels good,very satisfied,General
1056,41,I want to live in these pants,very satisfied,General Petite
959,32,,very satisfied,General Petite
854,54,,very satisfied,General
1156,35,Bottoms,very satisfied,Initmates
872,30,"Beautiful embroidery, unique design",satisfied,General
1056,34,Comfy pants but run large,satisfied,General Petite
939,39,Sweatercoat of the season,very satisfied,General
1056,55,,very satisfied,General Petite
1056,46,Pilcro stet chino capris,very satisfied,General Petite
854,62,Sweet on embroidery,very satisfied,General
1056,26,Soft but fit oddly,neutral,General Petite
1056,41,Love this chino!,very satisfied,General Petite
939,64,Itchy!,neutral,General
1094,35,,unsatisfied,General
898,67,Ordered two,very satisfied,General Petite
898,44,,satisfied,General Petite
1056,31,Really wanted to love these,satisfied,General Petite
1094,39,Huge,unsatisfied,General
854,39,Unique and a great fit,satisfied,General
468,54,Perfect symmetry in lifesaver colors,very satisfied,Initmates
931,47,"Big, oversized sweater",unsatisfied,General
1070,68,,satisfied,General
872,52,Love this top!,very satisfied,General
872,35,,very satisfied,General
872,42,Cozy cool pullover,very satisfied,General
872,56,,satisfied,General
872,36,"Well made, not correct fit for me",neutral,General
1070,57,Beautiful jumpsuit,very satisfied,General
818,60,Gaping,unsatisfied,General Petite
872,41,,very satisfied,General
872,43,So bummed,neutral,General
1070,41,,satisfied,General
1070,28,Legs are very long but beautiful,satisfied,General
872,39,I wanted to love it,neutral,General
872,39,"Like it, comfy, nice but dind't keep",satisfied,General
1070,47,Almost right but not quite...,neutral,General
872,36,Classic,very satisfied,General
955,51,Too smalllllll,satisfied,General
818,34,Just didn't work for me,satisfied,General Petite
1080,36,"Gorgeous, vintage inspired and elegant dress",very satisfied,General Petite
844,39,For the lanky models,neutral,General
844,33,,unsatisfied,General
872,57,Amazing top!,very satisfied,General
872,62,Loved so much i bought both!,very satisfied,General
797,30,One the fence,neutral,Initmates
818,45,Great top!,very satisfied,General Petite
872,34,A slightly shimmery everyday pullover,satisfied,General
1080,36,Great in photo... not so much on,neutral,General Petite
929,46,Barely covered my bum,unsatisfied,General
872,39,It sparkles!,very satisfied,General
872,56,Fun yet not too casual,very satisfied,General
929,68,Too short,very unsatisfied,General
872,38,Love!,very satisfied,General
872,51,Satisfied and beyond,very satisfied,General
872,54,Blue version runs much wider in the hips,satisfied,General
872,47,Pretty fabric- nice fit!,satisfied,General
872,31,Unique item,satisfied,General
929,34,,very unsatisfied,General
895,67,Trendy and nice casual,neutral,General Petite
1077,34,Love this dress!,very satisfied,General
869,69,Best summer top,very satisfied,General Petite
869,39,,satisfied,General Petite
1077,23,Not for the uber-curvy,neutral,General
1077,37,I recommend dry cleaning!,unsatisfied,General
895,20,Absolutely lovely,very satisfied,General Petite
869,60,,very satisfied,General Petite
1077,62,Easy everyday dress!,very satisfied,General
1077,52,Great dress,satisfied,General
869,58,Don't pass me by....,very satisfied,General Petite
1077,31,Perfect summer to fall dress,very satisfied,General
652,67,Runs small and short waisted,neutral,Initmates
1077,34,,very satisfied,General
1077,39,Caught my eye,very satisfied,General
895,39,Cute but big,satisfied,General
1077,28,Liked but too big,neutral,General
1147,37,Way too big/colors off,unsatisfied,General
1077,46,,satisfied,General
875,58,,very satisfied,General Petite
1077,29,New favorite dress,very satisfied,General
830,37,Wanted to love it,unsatisfied,General
1031,45,,neutral,General
1147,43,Not what i expected,satisfied,General
1077,33,"Great style, but fabric could be better",satisfied,General
869,41,Beautiful summer top!,very satisfied,General Petite
869,63,Beautiful garment,very satisfied,General Petite
433,47,Beautiful print,very satisfied,General
1077,32,In love with this dress!,very satisfied,General
895,33,"Easy, cute sweater",very satisfied,General
869,34,Beautiful top,very satisfied,General Petite
1077,38,Great color and design!,satisfied,General
869,38,Vanity sized,very satisfied,General Petite
1077,26,"Comfortable, casual and classic",satisfied,General
1077,48,Not for the high waisted,unsatisfied,General
433,32,These will be my go to summer shorts!,very satisfied,General
1147,24,Super cute!,very satisfied,General
813,28,Cute and comfy,satisfied,Initmates
895,49,,very satisfied,General
1077,67,Runs big,satisfied,General
1077,23,Cute dress,satisfied,General
869,53,Lovely but large,neutral,General Petite
1077,47,Love it but dry clean!,satisfied,General
895,36,,very satisfied,General
1077,33,,very satisfied,General
950,36,Swoon-worthy!,very satisfied,General
1077,40,,very satisfied,General
1077,36,,very satisfied,General
652,47,Love 'em,very satisfied,Initmates
869,38,Failed to notice the peplum,satisfied,General Petite
903,50,Cute and simple,very satisfied,General
1077,30,,satisfied,General
652,44,Terrible all around,unsatisfied,Initmates
1077,33,,very satisfied,General
1031,39,Unflattering,unsatisfied,General
869,25,Pretty pattern,satisfied,General Petite
1147,49,Better than i expected!,very satisfied,General
1077,49,Great fun and versatile dress,very satisfied,General
950,62,Wow!,very satisfied,General
1077,54,Almost perfect,very satisfied,General
869,37,Dream of a top,very satisfied,General Petite
1077,80,Cute & flattering!,very satisfied,General
1077,35,,satisfied,General
869,44,My new favorite!,very satisfied,General Petite
869,65,Meadow rue's designer should take a deep bow!,very satisfied,General Petite
1077,35,Great fit and quality,very satisfied,General
1077,37,Beautiful dress!,satisfied,General
1077,60,Holiday lifesaver,satisfied,General
1077,35,,very satisfied,General
1077,48,"So cute, but didn't work for me",satisfied,General
1147,54,Nice coat but....,satisfied,General
942,36,Girl scout smock,neutral,General
881,47,,very satisfied,General
903,59,A unique design,very satisfied,General
1008,66,Uniquely retailer!,very satisfied,General Petite
942,53,Great style!,satisfied,General
1094,44,Great fit - perfect summer dress,very satisfied,General
1094,25,"Nice, but not for me.",neutral,General
854,41,Great find,very satisfied,General
881,29,Lovely shirt,very satisfied,General
854,38,Adorable but big,satisfied,General
1094,38,Looks better on,very satisfied,General
854,46,Easy and breezy,very satisfied,General
854,35,Fun casual summer top,satisfied,General
1094,36,Fabulous dress,very satisfied,General
854,41,Fit,very satisfied,General
854,35,"Great, casual tank",very satisfied,General
854,60,,very satisfied,General
1094,46,Great fit,satisfied,General
942,54,Endless possibilities,very satisfied,General
835,64,,satisfied,General
942,56,Love it!,very satisfied,General
903,49,"Fun style, but didn't quite work for me",satisfied,General
838,46,Wanted to love...,very unsatisfied,General
854,48,Love it!,very satisfied,General
903,55,Beautiful detailing on back!,very satisfied,General
854,37,Pretty shirt,satisfied,General
1094,30,Sexy comfort!,satisfied,General
1094,30,The dress fits nicely,satisfied,General
1033,69,Great jean - just runs big and stretches out,satisfied,General Petite
835,64,Beautiful fabric but unflattering fit,neutral,General
854,35,A unique tank,very satisfied,General
1094,38,Gorgeous,very satisfied,General
1094,34,Not good,very unsatisfied,General
854,27,,satisfied,General
881,31,Chic top,very satisfied,General
1094,29,Beautiful. dress up and dress down,very satisfied,General
854,36,Will shrink significantly when washed!,neutral,General
1125,48,"Really nice, but a few improvements needed!",satisfied,General
903,55,Very stylish,very satisfied,General
1094,31,Best dress ever,very satisfied,General
942,51,Exactly what i was looking for,very satisfied,General
942,49,Versatile piece,satisfied,General
1094,39,Just agreeing,very satisfied,General
854,44,Runs huge!,neutral,General
1094,37,Not a true medium but lovely!,very satisfied,General
965,36,Great everyday jacket,very satisfied,General
1008,49,Beautiful!!,very satisfied,General Petite
872,47,Great product!,very satisfied,General
1030,48,,satisfied,General
912,28,Comfortable but boxy shape,satisfied,General Petite
912,67,Not to fancy,satisfied,General Petite
965,51,"Strange fit, but fun jacket",satisfied,General
872,42,Stylish & unique long sleeve t,very satisfied,General Petite
1049,20,Flattering and versatile,very satisfied,General
1030,67,Yikes these run small!,unsatisfied,General
872,39,Cute,very satisfied,General Petite
872,20,Casual,very satisfied,General Petite
1025,38,I wish they came in more colors,very satisfied,General
872,66,Nice tee,satisfied,General Petite
872,33,Easy everyday wear,satisfied,General Petite
936,47,Gigantic and heavy!,unsatisfied,General Petite
1008,29,Perfect party skirt,very satisfied,General Petite
1111,36,Timeless elegance!,very satisfied,General
965,46,Fun blazer,very satisfied,General
872,64,This top is versatile.,very satisfied,General
872,36,Style and fit win!,very satisfied,General
872,48,"Cute, but says hand wash on mine",satisfied,General
1049,40,Perfect jumpsuit!,very satisfied,General
936,34,Chic sweater,very satisfied,General Petite
547,38,Love this top!,very satisfied,Initmates
547,42,Great staple!,very satisfied,Initmates
872,58,Really nice tee,satisfied,General
1025,39,,satisfied,General
547,41,,very satisfied,Initmates
872,31,Cute and casual postcard tee,very satisfied,General
872,37,Adorbs,very satisfied,General
965,63,Classic comfort,very satisfied,General
872,31,A nice surprise,very satisfied,General
872,58,Really like!,very satisfied,General
936,39,Love!!,very satisfied,General Petite
872,48,Very impressed,very satisfied,General
965,36,Dressy casual,very satisfied,General
1049,33,"Big booty, big thigh girls need not apply",neutral,General
965,45,Looks great...feels like a sweatshirt!,very satisfied,General
872,56,Cute shirt,neutral,General
1049,58,The jumpsuit to end all jumpsuits,very satisfied,General
965,38,Perfect blazer,satisfied,General
1025,48,"So cute, so comfortable",very satisfied,General Petite
936,34,An elegant design but...,neutral,General Petite
899,53,Too boxy,neutral,General
1008,31,Beautiful!,very satisfied,General Petite
1025,50,Great jeans - lovely color,very satisfied,General Petite
965,33,Great comfy work blazer!,very satisfied,General
1030,41,Run really small,neutral,General
936,55,Gorgeous,very satisfied,General Petite
965,29,Great for business casual,satisfied,General
1081,45,Not if you have bigger breasts,neutral,General
308,35,"Great fit, comfortable, flashy",very satisfied,Initmates
1080,38,"Beautiful dress, poor zipper choice",neutral,General Petite
1078,29,Too much fabric,neutral,General
936,62,Disappointed,neutral,General Petite
1078,56,Gorgeous fabric,very satisfied,General
1078,54,Fell in love instantly,very satisfied,General
1078,39,Beautiful impulse buy,very satisfied,General
1030,56,Too small,satisfied,General
878,22,Sweetest sweatshirt,very satisfied,General
1080,45,,very satisfied,General Petite
835,33,"Great top, but not for a large bust",satisfied,General
1080,39,Zipper broke when tried on but,satisfied,General Petite
1059,39,Nice and soft,very satisfied,General
1059,34,,satisfied,General
878,48,Love this sweatshirt,very satisfied,General
835,35,"Very nice, but not for me",satisfied,General
1078,70,Love at first sight,very satisfied,General
1078,48,Boho beauty,very satisfied,General
1080,41,Love it!,very satisfied,General Petite
1081,29,Beautiful -- runs very small,very satisfied,General
1081,32,Awesome day dress,very satisfied,General
1022,50,Love jeans with one issue,satisfied,General Petite
1080,29,Something different,satisfied,General Petite
1022,41,,very satisfied,General Petite
835,45,Gorgeous.,very satisfied,General
878,23,Super cute and fun pullover!,very satisfied,General
1080,58,Waist is higher than my waist,neutral,General Petite
1080,41,Zipper is defective,satisfied,General Petite
996,30,Soooo comfy!,very satisfied,General Petite
1080,35,Zipper was broken,neutral,General Petite
1080,29,Much prettier in person,very satisfied,General Petite
1078,39,Didn't work for me,unsatisfied,General
1078,26,Love the long tassels,very satisfied,General
936,43,Perfect with everything,very satisfied,General
996,32,Great skirt,very satisfied,General Petite
1081,42,Awesome summer dress,very satisfied,General
1078,61,Bohemian chic,very satisfied,General
936,28,,satisfied,General
464,25,The perfect suit,very satisfied,Initmates
996,29,Comfy and versatile,satisfied,General Petite
1080,24,,very satisfied,General Petite
1078,37,Stunning!,very satisfied,General
1080,35,,very satisfied,General Petite
1078,56,"Recommended, but with reservations",neutral,General
1080,41,Great dress!,very satisfied,General Petite
936,31,Nice but sleeves are way too long,unsatisfied,General
835,52,"Beautiful red blouse, dress up dress down",very satisfied,General
1080,40,,neutral,General Petite
1078,35,My new favorite!,very satisfied,General
1078,61,Love this dress - hate the lining.,satisfied,General
1080,59,Gorgeous but small on top,very satisfied,General Petite
936,58,Too big with no structure,neutral,General
613,35,,very satisfied,Initmates
1078,35,"Beautiful, just not on me",very satisfied,General
861,47,,very satisfied,General
1091,47,Not the usual retailer quality.,neutral,General
1091,35,,unsatisfied,General
1195,38,No thanks,very unsatisfied,General
1091,35,"Beautiful dress, but ill-fitting",unsatisfied,General
1091,41,,very satisfied,General
1086,41,"Cute, but runs so small",satisfied,General Petite
861,19,"Cute, casual top",satisfied,General
861,52,,satisfied,General
1091,39,Still thinking,satisfied,General
1086,40,,very satisfied,General Petite
861,48,Comfy & versatile,very satisfied,General
1086,58,Beautiful dress,very satisfied,General Petite
861,47,,very satisfied,General
1025,37,Worth every penny!,very satisfied,General
1091,49,"Very cute, but...",satisfied,General
1025,73,"Great fit, great wash. don't stretch out!",very satisfied,General
1025,35,Love these jeans!,very satisfied,General
1091,47,Beautiful dress when you are on the go,very satisfied,General
